DateTime,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SYMBOL
2018-01-25,8.8800,9.0700,8.0100,8.1953,8.1953,740987,0.0000,1.0000,CRON
2018-01-24,9.3500,9.5183,8.6300,8.7995,8.7995,837499,0.0000,1.0000,CRON
2018-01-23,9.2100,9.5900,8.8939,9.3100,9.3100,984981,0.0000,1.0000,CRON
2018-01-22,8.0100,8.9887,8.0100,8.9199,8.9199,903553,0.0000,1.0000,CRON
2018-01-19,8.0050,8.2000,7.7240,7.9600,7.9600,609327,0.0000,1.0000,CRON
2018-01-18,8.0273,8.3200,7.8900,8.1000,8.1000,339497,0.0000,1.0000,CRON
2018-01-17,8.4200,8.5700,8.0300,8.3666,8.3666,433628,0.0000,1.0000,CRON
2018-01-16,8.2799,8.6627,7.8700,8.2485,8.2485,1669589,0.0000,1.0000,CRON
2018-01-12,8.5550,8.5600,7.0510,7.1800,7.1800,2385708,0.0000,1.0000,CRON
2018-01-11,10.0950,10.3005,8.5115,8.8900,8.8900,1868669,0.0000,1.0000,CRON
2018-01-10,11.1500,11.2220,10.3000,10.6500,10.6500,618881,0.0000,1.0000,CRON
2018-01-09,10.8173,11.9000,9.9300,10.9670,10.9670,2045123,0.0000,1.0000,CRON
2018-01-08,9.0400,11.0783,8.8420,10.9500,10.9500,2104036,0.0000,1.0000,CRON
2018-01-05,7.3414,8.5065,7.0600,8.4800,8.4800,1189225,0.0000,1.0000,CRON
2018-01-04,8.7000,8.7000,7.2727,7.7489,7.7489,1910612,0.0000,1.0000,CRON
2018-01-03,8.5000,8.9100,7.5896,8.5974,8.5974,1503683,0.0000,1.0000,CRON
2018-01-02,7.7411,8.2460,7.0900,8.0564,8.0564,1401112,0.0000,1.0000,CRON
2017-12-29,7.2600,8.3012,6.0000,7.7292,7.7292,2088811,0.0000,1.0000,CRON
2017-12-28,5.8000,7.2190,5.6800,7.0000,7.0000,1773632,0.0000,1.0000,CRON
2017-12-27,4.8280,5.9800,4.8280,5.5381,5.5381,913671,0.0000,1.0000,CRON
2017-12-26,4.7000,5.3800,4.6300,5.2300,5.2300,594582,0.0000,1.0000,CRON
2017-12-22,4.3074,4.6000,4.2600,4.5338,4.5338,522429,0.0000,1.0000,CRON
2017-12-21,4.1830,4.3300,4.1000,4.3000,4.3000,429139,0.0000,1.0000,CRON
2017-12-20,4.2080,4.3200,3.9510,4.0800,4.0800,391115,0.0000,1.0000,CRON
2017-12-19,3.9200,4.1813,3.9200,4.1520,4.1520,403934,0.0000,1.0000,CRON
2017-12-18,3.8560,4.0073,3.7500,4.0073,4.0073,305042,0.0000,1.0000,CRON
2017-12-15,3.9050,3.9600,3.6796,3.7500,3.7500,206115,0.0000,1.0000,CRON
2017-12-14,3.8284,3.9850,3.7000,3.7196,3.7196,235376,0.0000,1.0000,CRON
2017-12-13,3.9800,4.1141,3.7700,3.8566,3.8566,397393,0.0000,1.0000,CRON
2017-12-12,3.6900,3.9516,3.6090,3.9200,3.9200,516796,0.0000,1.0000,CRON
2017-12-11,3.5412,3.7500,3.5100,3.6000,3.6000,255575,0.0000,1.0000,CRON
2017-12-08,3.4201,3.5200,3.3285,3.4885,3.4885,237599,0.0000,1.0000,CRON
2017-12-07,3.3098,3.4400,3.3098,3.4100,3.4100,161579,0.0000,1.0000,CRON
2017-12-06,3.3582,3.4500,3.2000,3.3200,3.3200,209972,0.0000,1.0000,CRON
2017-12-05,3.3927,3.4000,3.2000,3.2853,3.2853,301819,0.0000,1.0000,CRON
2017-12-04,3.3770,3.5200,3.1842,3.2492,3.2492,282204,0.0000,1.0000,CRON
2017-12-01,3.4677,3.5500,3.2500,3.3092,3.3092,215479,0.0000,1.0000,CRON
2017-11-30,3.1300,3.3655,2.9850,3.3063,3.3063,339911,0.0000,1.0000,CRON
2017-11-29,3.5800,3.8200,3.0929,3.1319,3.1319,557783,0.0000,1.0000,CRON
2017-11-28,3.5836,3.7100,3.3500,3.5646,3.5646,462741,0.0000,1.0000,CRON
2017-11-27,3.3300,3.5500,3.3000,3.4800,3.4800,568449,0.0000,1.0000,CRON
2017-11-24,3.1972,3.2700,3.1956,3.2300,3.2300,149170,0.0000,1.0000,CRON
2017-11-22,3.2100,3.2664,3.1200,3.1960,3.1960,125416,0.0000,1.0000,CRON
2017-11-21,3.2555,3.3400,3.1100,3.1485,3.1485,135273,0.0000,1.0000,CRON
2017-11-20,3.1740,3.3100,3.1500,3.2085,3.2085,265460,0.0000,1.0000,CRON
2017-11-17,2.9900,3.2800,2.9900,3.0829,3.0829,250628,0.0000,1.0000,CRON
2017-11-16,3.2600,3.3000,2.9000,3.0014,3.0014,407597,0.0000,1.0000,CRON
2017-11-15,3.4456,3.5150,3.1755,3.2833,3.2833,381246,0.0000,1.0000,CRON
2017-11-14,3.1800,3.3500,2.8811,3.3500,3.3500,624339,0.0000,1.0000,CRON
2017-11-13,2.8420,3.0427,2.8190,3.0309,3.0309,429943,0.0000,1.0000,CRON
2017-11-10,2.5200,2.7145,2.5200,2.7000,2.7000,151157,0.0000,1.0000,CRON
2017-11-09,2.6100,2.6400,2.4921,2.5309,2.5309,83854,0.0000,1.0000,CRON
2017-11-08,2.6200,2.6980,2.5500,2.5700,2.5700,104976,0.0000,1.0000,CRON
2017-11-07,2.6110,2.8000,2.5725,2.6123,2.6123,248074,0.0000,1.0000,CRON
2017-11-06,2.4900,2.6158,2.4600,2.6158,2.6158,190172,0.0000,1.0000,CRON
2017-11-03,2.4630,2.5290,2.4600,2.4900,2.4900,118847,0.0000,1.0000,CRON
2017-11-02,2.5500,2.5500,2.4281,2.4624,2.4624,146577,0.0000,1.0000,CRON
2017-11-01,2.5400,2.5760,2.4877,2.5100,2.5100,156124,0.0000,1.0000,CRON
2017-10-31,2.5200,2.5700,2.4900,2.5300,2.5300,95575,0.0000,1.0000,CRON
2017-10-30,2.5660,2.6980,2.5000,2.5380,2.5380,183247,0.0000,1.0000,CRON
2017-10-27,2.4593,2.5000,2.4100,2.4502,2.4502,64357,0.0000,1.0000,CRON
2017-10-26,2.4350,2.5000,2.4242,2.4690,2.4690,44572,0.0000,1.0000,CRON
2017-10-25,2.5037,2.6000,2.4120,2.4445,2.4445,75915,0.0000,1.0000,CRON
2017-10-24,2.7100,2.7100,2.4870,2.4935,2.4935,74158,0.0000,1.0000,CRON
2017-10-23,2.5629,2.6000,2.5100,2.5200,2.5200,86039,0.0000,1.0000,CRON
2017-10-20,2.4278,2.6050,2.4278,2.5000,2.5000,109957,0.0000,1.0000,CRON
2017-10-19,2.5605,2.7800,2.4000,2.4387,2.4387,258059,0.0000,1.0000,CRON
2017-10-18,2.5616,2.8100,2.5200,2.7267,2.7267,181884,0.0000,1.0000,CRON
2017-10-17,2.7344,2.8400,2.3938,2.6600,2.6600,429234,0.0000,1.0000,CRON
2017-10-16,2.6408,2.8300,2.6379,2.7774,2.7774,336107,0.0000,1.0000,CRON
2017-10-13,2.6500,2.6500,2.5600,2.6000,2.6000,437871,0.0000,1.0000,CRON
2017-10-12,2.5145,2.5690,2.4745,2.5356,2.5356,123631,0.0000,1.0000,CRON
2017-10-11,2.0900,2.4800,2.0900,2.4466,2.4466,55719,0.0000,1.0000,CRON
2017-10-10,2.6300,2.6300,2.3500,2.3548,2.3548,74171,0.0000,1.0000,CRON
2017-10-09,2.3750,2.5500,2.2600,2.4800,2.4800,129880,0.0000,1.0000,CRON
2017-10-06,2.4523,2.4700,2.2783,2.3710,2.3710,212474,0.0000,1.0000,CRON
2017-10-05,2.2753,2.4423,2.2500,2.3984,2.3984,142789,0.0000,1.0000,CRON
2017-10-04,2.2050,2.2580,2.1650,2.2580,2.2580,107568,0.0000,1.0000,CRON
2017-10-03,2.0650,2.2341,2.0650,2.1951,2.1951,60873,0.0000,1.0000,CRON
2017-10-02,2.0890,2.2000,2.0873,2.1300,2.1300,63571,0.0000,1.0000,CRON
2017-09-29,2.1500,2.1500,2.1000,2.1030,2.1030,45118,0.0000,1.0000,CRON
2017-09-28,2.0725,2.2600,2.0509,2.1260,2.1260,48359,0.0000,1.0000,CRON
2017-09-27,2.0900,2.1500,2.0500,2.0780,2.0780,22761,0.0000,1.0000,CRON
2017-09-26,1.7000,2.2600,1.7000,2.0905,2.0905,75298,0.0000,1.0000,CRON
2017-09-25,2.3450,2.3450,2.0530,2.0530,2.0530,77674,0.0000,1.0000,CRON
2017-09-22,2.1320,2.2600,2.1100,2.1200,2.1200,57720,0.0000,1.0000,CRON
2017-09-21,2.1730,2.2000,2.0933,2.1281,2.1281,100148,0.0000,1.0000,CRON
2017-09-20,2.1625,2.2300,2.0870,2.1473,2.1473,59210,0.0000,1.0000,CRON
2017-09-19,2.2035,2.3500,2.1440,2.1878,2.1878,141287,0.0000,1.0000,CRON
2017-09-18,1.5000,2.1600,1.5000,2.1500,2.1500,218468,0.0000,1.0000,CRON
2017-09-15,1.9500,2.0050,1.9500,1.9966,1.9966,80284,0.0000,1.0000,CRON
2017-09-14,1.8690,2.0000,1.8633,1.9500,1.9500,62911,0.0000,1.0000,CRON
2017-09-13,1.9236,1.9500,1.8700,1.8965,1.8965,52339,0.0000,1.0000,CRON
2017-09-12,1.8500,2.0100,1.8488,1.9011,1.9011,165594,0.0000,1.0000,CRON
2017-09-11,1.8886,1.8886,1.8200,1.8295,1.8295,94118,0.0000,1.0000,CRON
2017-09-08,1.8600,1.9600,1.8441,1.8465,1.8465,132319,0.0000,1.0000,CRON
2017-09-07,1.8901,1.9000,1.8339,1.8600,1.8600,54392,0.0000,1.0000,CRON
2017-09-06,1.9000,1.9219,1.8593,1.8600,1.8600,59734,0.0000,1.0000,CRON
2017-09-05,1.9750,1.9750,1.8294,1.8787,1.8787,57988,0.0000,1.0000,CRON
2017-09-01,1.8818,1.9100,1.8500,1.9006,1.9006,43955,0.0000,1.0000,CRON
2017-08-31,1.8731,1.9000,1.8300,1.8700,1.8700,52263,0.0000,1.0000,CRON
2017-08-30,1.8000,1.8900,1.8000,1.8640,1.8640,42669,0.0000,1.0000,CRON
2017-08-29,1.8508,1.9217,1.8290,1.8571,1.8571,44905,0.0000,1.0000,CRON
2017-08-28,1.8700,1.9000,1.8295,1.8580,1.8580,56740,0.0000,1.0000,CRON
2017-08-25,1.8581,1.8800,1.8000,1.8331,1.8331,42759,0.0000,1.0000,CRON
2017-08-24,1.9510,1.9800,1.8300,1.8558,1.8558,64929,0.0000,1.0000,CRON
2017-08-23,1.9410,1.9700,1.8835,1.9420,1.9420,49842,0.0000,1.0000,CRON
2017-08-22,1.9500,1.9530,1.8482,1.9200,1.9200,75723,0.0000,1.0000,CRON
2017-08-21,1.8813,1.9500,1.8200,1.8462,1.8462,97097,0.0000,1.0000,CRON
2017-08-18,1.7998,1.9700,1.6650,1.8100,1.8100,175660,0.0000,1.0000,CRON
2017-08-17,1.8490,2.0800,1.7720,1.7720,1.7720,297931,0.0000,1.0000,CRON
2017-08-16,1.6943,2.2500,1.6848,1.8145,1.8145,548850,0.0000,1.0000,CRON
2017-08-15,1.5900,1.6200,1.5800,1.6189,1.6189,22761,0.0000,1.0000,CRON
2017-08-14,1.6400,1.6400,1.6000,1.6040,1.6040,15800,0.0000,1.0000,CRON
2017-08-11,1.6900,1.6900,1.6000,1.6350,1.6350,13953,0.0000,1.0000,CRON
2017-08-10,1.7353,1.7400,1.6621,1.6861,1.6861,9865,0.0000,1.0000,CRON
2017-08-09,1.6800,1.7274,1.6800,1.7055,1.7055,20557,0.0000,1.0000,CRON
2017-08-08,1.7300,1.7540,1.7177,1.7180,1.7180,8922,0.0000,1.0000,CRON
2017-08-07,1.7700,2.2000,1.6800,1.7700,1.7700,15013,0.0000,1.0000,CRON
2017-08-04,1.6000,1.6965,1.6000,1.6900,1.6900,6133,0.0000,1.0000,CRON
2017-08-03,1.6900,1.7200,1.6700,1.6800,1.6800,8156,0.0000,1.0000,CRON
2017-08-02,1.1700,1.7652,1.1700,1.7150,1.7150,26771,0.0000,1.0000,CRON
2017-08-01,1.7680,1.7960,1.7573,1.7600,1.7600,8107,0.0000,1.0000,CRON
2017-07-31,1.8200,1.9000,1.7960,1.7990,1.7990,15172,0.0000,1.0000,CRON
2017-07-28,1.7900,1.8290,1.7733,1.8030,1.8030,12914,0.0000,1.0000,CRON
2017-07-27,1.8700,1.9500,1.7441,1.7900,1.7900,32706,0.0000,1.0000,CRON
2017-07-26,2.0500,2.0500,1.8058,1.8578,1.8578,26486,0.0000,1.0000,CRON
2017-07-25,1.7800,1.8766,1.7800,1.8100,1.8100,37549,0.0000,1.0000,CRON
2017-07-24,1.7700,1.9000,1.7241,1.8071,1.8071,8953,0.0000,1.0000,CRON
2017-07-21,1.7500,1.9500,1.7300,1.7520,1.7520,15220,0.0000,1.0000,CRON
2017-07-20,1.7926,1.8300,1.7419,1.7419,1.7419,32293,0.0000,1.0000,CRON
2017-07-19,1.8700,1.8873,1.5500,1.8200,1.8200,33371,0.0000,1.0000,CRON
2017-07-18,1.8900,1.9187,1.0000,1.8500,1.8500,84556,0.0000,1.0000,CRON
2017-07-17,1.7150,1.9000,1.7150,1.8626,1.8626,149623,0.0000,1.0000,CRON
2017-07-14,1.6030,1.7373,1.5860,1.7373,1.7373,51705,0.0000,1.0000,CRON
2017-07-13,1.6422,1.6877,1.5550,1.6006,1.6006,68729,0.0000,1.0000,CRON
2017-07-12,1.4260,1.6912,1.4260,1.6912,1.6912,50538,0.0000,1.0000,CRON
2017-07-11,1.4300,1.4610,1.3942,1.4190,1.4190,33078,0.0000,1.0000,CRON
2017-07-10,1.4185,1.4491,1.3770,1.4025,1.4025,29076,0.0000,1.0000,CRON
2017-07-07,1.3849,1.4410,1.3629,1.3949,1.3949,28913,0.0000,1.0000,CRON
2017-07-06,1.4638,1.4715,1.3830,1.3830,1.3830,18005,0.0000,1.0000,CRON
2017-07-05,1.3017,1.4080,1.3000,1.4080,1.4080,49284,0.0000,1.0000,CRON
2017-07-03,1.3290,1.3290,1.3290,1.3290,1.3290,0,0.0000,1.0000,CRON
2017-06-30,1.3460,1.3500,1.3180,1.3290,1.3290,21650,0.0000,1.0000,CRON
2017-06-29,1.3311,1.3620,1.3070,1.3505,1.3505,25111,0.0000,1.0000,CRON
2017-06-28,1.3820,1.3820,1.3310,1.3410,1.3410,5432,0.0000,1.0000,CRON
2017-06-27,1.3359,1.3496,1.2831,1.3391,1.3391,56231,0.0000,1.0000,CRON
2017-06-26,1.3060,1.3434,1.3050,1.3200,1.3200,8736,0.0000,1.0000,CRON
2017-06-23,1.3394,1.3394,1.3035,1.3035,1.3035,8212,0.0000,1.0000,CRON
2017-06-22,1.2979,1.3570,1.2979,1.3350,1.3350,19826,0.0000,1.0000,CRON
2017-06-21,1.2705,1.2808,1.2483,1.2500,1.2500,6537,0.0000,1.0000,CRON
2017-06-20,1.2863,1.2930,1.2410,1.2560,1.2560,29024,0.0000,1.0000,CRON
2017-06-19,1.3100,1.3144,1.1982,1.3117,1.3117,111265,0.0000,1.0000,CRON
2017-06-16,1.2944,1.3100,1.2730,1.2900,1.2900,10550,0.0000,1.0000,CRON
2017-06-15,1.3060,1.3268,1.2769,1.2769,1.2769,69712,0.0000,1.0000,CRON
2017-06-14,1.3466,1.3571,1.3091,1.3091,1.3091,32396,0.0000,1.0000,CRON
2017-06-13,1.3692,1.3692,1.3165,1.3165,1.3165,47884,0.0000,1.0000,CRON
2017-06-12,1.3510,1.3900,1.3108,1.3361,1.3361,22095,0.0000,1.0000,CRON
2017-06-09,1.2737,1.3440,1.2580,1.3189,1.3189,17230,0.0000,1.0000,CRON
2017-06-08,1.2860,1.3221,1.1974,1.3088,1.3088,16026,0.0000,1.0000,CRON
2017-06-07,1.1988,1.3270,1.1864,1.2760,1.2760,108566,0.0000,1.0000,CRON
2017-06-06,1.4000,1.4212,1.2310,1.2662,1.2662,142146,0.0000,1.0000,CRON
2017-06-05,1.5894,1.6210,1.3948,1.4258,1.4258,152869,0.0000,1.0000,CRON
2017-06-02,1.6476,1.6671,1.5727,1.5799,1.5799,29035,0.0000,1.0000,CRON
2017-06-01,1.6850,1.6850,1.6538,1.6604,1.6604,18250,0.0000,1.0000,CRON
2017-05-31,1.7100,1.7470,1.6750,1.7219,1.7219,53350,0.0000,1.0000,CRON
2017-05-30,1.7590,1.7710,1.7000,1.7490,1.7490,39996,0.0000,1.0000,CRON
2017-05-26,1.7060,1.7502,1.6960,1.7300,1.7300,15565,0.0000,1.0000,CRON
2017-05-25,1.7841,1.7841,1.6914,1.7040,1.7040,39685,0.0000,1.0000,CRON
2017-05-24,1.8080,1.8225,1.7334,1.7458,1.7458,28105,0.0000,1.0000,CRON
2017-05-23,1.7190,1.8240,1.6800,1.7712,1.7712,129721,0.0000,1.0000,CRON
2017-05-22,1.6615,1.6615,1.6615,1.6615,1.6615,0,0.0000,1.0000,CRON
2017-05-19,1.6290,1.7270,1.6290,1.6615,1.6615,16842,0.0000,1.0000,CRON
2017-05-18,1.6270,1.7120,1.6270,1.6561,1.6561,13748,0.0000,1.0000,CRON
2017-05-17,1.7219,1.7307,1.6443,1.6714,1.6714,32684,0.0000,1.0000,CRON
2017-05-16,1.7600,1.7600,1.6908,1.7330,1.7330,27424,0.0000,1.0000,CRON
2017-05-15,1.7260,1.7500,1.7186,1.7186,1.7186,8451,0.0000,1.0000,CRON
2017-05-12,1.7840,1.7840,1.6650,1.7123,1.7123,66945,0.0000,1.0000,CRON
2017-05-11,1.6052,1.8006,1.5758,1.7930,1.7930,65398,0.0000,1.0000,CRON
2017-05-10,1.7000,1.7036,1.5950,1.6600,1.6600,71614,0.0000,1.0000,CRON
2017-05-09,1.7750,1.7750,1.6080,1.7368,1.7368,112289,0.0000,1.0000,CRON
2017-05-08,1.8010,1.9230,1.7532,1.7916,1.7916,87040,0.0000,1.0000,CRON
2017-05-05,1.8420,1.8778,1.7990,1.7990,1.7990,45140,0.0000,1.0000,CRON
2017-05-04,1.8843,1.8891,1.8197,1.8640,1.8640,25600,0.0000,1.0000,CRON
2017-05-03,1.9938,1.9965,1.8996,1.9283,1.9283,93756,0.0000,1.0000,CRON
2017-05-02,2.0690,2.0916,1.9200,1.9570,1.9570,88492,0.0000,1.0000,CRON
2017-05-01,1.9670,2.0500,1.9654,2.0440,2.0440,34761,0.0000,1.0000,CRON
2017-04-28,1.8660,1.9806,1.8651,1.9740,1.9740,77366,0.0000,1.0000,CRON
2017-04-27,1.9090,1.9090,1.7900,1.8800,1.8800,410780,0.0000,1.0000,CRON
2017-04-26,2.0071,2.0636,1.8840,1.9410,1.9410,103896,0.0000,1.0000,CRON
2017-04-25,2.1000,2.1070,1.9911,2.0259,2.0259,78722,0.0000,1.0000,CRON
2017-04-24,2.1640,2.2103,2.1260,2.1340,2.1340,58975,0.0000,1.0000,CRON
2017-04-21,2.2075,2.2090,2.1581,2.1816,2.1816,25488,0.0000,1.0000,CRON
2017-04-20,2.3183,2.3380,2.1970,2.2174,2.2174,56756,0.0000,1.0000,CRON
2017-04-19,2.1397,2.3053,2.1336,2.3053,2.3053,78547,0.0000,1.0000,CRON
2017-04-18,2.1801,2.2100,2.0500,2.1480,2.1480,122241,0.0000,1.0000,CRON
2017-04-17,2.2996,2.3419,2.1900,2.2410,2.2410,128854,0.0000,1.0000,CRON
2017-04-13,2.5040,2.5044,2.2910,2.3449,2.3449,88920,0.0000,1.0000,CRON
2017-04-12,2.4520,2.4740,2.3000,2.4674,2.4674,62336,0.0000,1.0000,CRON
2017-04-11,2.6140,2.6400,2.2970,2.3584,2.3584,93846,0.0000,1.0000,CRON
2017-04-10,2.4130,2.6590,2.4079,2.5700,2.5700,238871,0.0000,1.0000,CRON
2017-04-07,2.2836,2.3810,2.2836,2.3454,2.3454,159307,0.0000,1.0000,CRON
2017-04-06,2.2220,2.2900,2.1930,2.2644,2.2644,51903,0.0000,1.0000,CRON
2017-04-05,2.1321,2.2533,2.1321,2.2390,2.2390,70104,0.0000,1.0000,CRON
2017-04-04,2.0947,2.1065,2.0500,2.0873,2.0873,44943,0.0000,1.0000,CRON
2017-04-03,2.0989,2.1100,2.0500,2.0862,2.0862,45342,0.0000,1.0000,CRON
2017-03-31,2.0930,2.1390,2.0731,2.0905,2.0905,25998,0.0000,1.0000,CRON
2017-03-30,2.1450,2.1450,2.0600,2.0777,2.0777,63612,0.0000,1.0000,CRON
2017-03-29,2.1681,2.1870,2.1157,2.1495,2.1495,33507,0.0000,1.0000,CRON
2017-03-28,2.2780,2.3676,2.1340,2.1927,2.1927,84858,0.0000,1.0000,CRON
2017-03-27,2.1200,2.1941,2.0466,2.1941,2.1941,108477,0.0000,1.0000,CRON
2017-03-24,1.9942,1.9942,1.9348,1.9540,1.9540,53300,0.0000,1.0000,CRON
2017-03-23,1.9750,2.0650,1.9457,1.9457,1.9457,54742,0.0000,1.0000,CRON
2017-03-22,1.9498,1.9900,1.7912,1.9259,1.9259,107522,0.0000,1.0000,CRON
2017-03-21,2.0396,2.1010,1.9440,1.9580,1.9580,77059,0.0000,1.0000,CRON
2017-03-20,2.1478,2.1800,2.0236,2.0260,2.0260,74907,0.0000,1.0000,CRON
2017-03-17,2.2480,2.2483,2.1300,2.1447,2.1447,38498,0.0000,1.0000,CRON
2017-03-16,2.0949,2.2357,2.0949,2.2283,2.2283,31665,0.0000,1.0000,CRON
2017-03-15,2.0840,2.1547,2.0690,2.0690,2.0690,37876,0.0000,1.0000,CRON
2017-03-14,2.1160,2.1404,2.0403,2.1020,2.1020,38029,0.0000,1.0000,CRON
2017-03-13,2.0923,2.1297,2.0407,2.0635,2.0635,27584,0.0000,1.0000,CRON
2017-03-10,2.1967,2.1967,2.1140,2.1141,2.1141,99345,0.0000,1.0000,CRON
2017-03-09,2.1067,2.2765,2.0768,2.1500,2.1500,53629,0.0000,1.0000,CRON
2017-03-08,2.0620,2.1980,1.8038,2.1817,2.1817,254639,0.0000,1.0000,CRON
2017-03-07,2.4040,2.4040,2.1580,2.1580,2.1580,105987,0.0000,1.0000,CRON
2017-03-06,2.5960,2.5960,2.4080,2.4560,2.4560,18506,0.0000,1.0000,CRON
2017-03-03,2.5324,2.5550,2.4901,2.5230,2.5230,36482,0.0000,1.0000,CRON
2017-03-02,2.4900,2.5391,2.4610,2.5200,2.5200,41449,0.0000,1.0000,CRON
2017-03-01,2.3600,2.4045,2.3060,2.3956,2.3956,80006,0.0000,1.0000,CRON
2017-02-28,2.3541,2.3704,2.2900,2.2900,2.2900,17143,0.0000,1.0000,CRON
2017-02-27,2.3030,2.3562,2.2358,2.3231,2.3231,34392,0.0000,1.0000,CRON
2017-02-24,2.0119,2.3100,1.9900,2.2968,2.2968,85707,0.0000,1.0000,CRON
2017-02-23,2.3397,2.3397,0.2929,2.1414,2.1414,125458,0.0000,1.0000,CRON
2017-02-22,2.5210,2.5760,2.1940,2.3690,2.3690,169530,0.0000,1.0000,CRON
2017-02-21,2.2100,2.4160,2.2100,2.4160,2.4160,135748,0.0000,1.0000,CRON
2017-02-17,1.9900,2.1921,1.9900,2.1606,2.1606,146840,0.0000,1.0000,CRON
2017-02-16,1.8811,2.0112,1.8493,1.9834,1.9834,94603,0.0000,1.0000,CRON
2017-02-15,1.8490,1.9520,1.7656,1.8437,1.8437,205097,0.0000,1.0000,CRON
2017-02-14,1.8812,1.9465,1.8059,1.9465,1.9465,262340,0.0000,1.0000,CRON
2017-02-13,1.6444,1.9229,1.6218,1.8854,1.8854,158293,0.0000,1.0000,CRON
2017-02-10,1.6469,1.6900,1.5643,1.6088,1.6088,132341,0.0000,1.0000,CRON
2017-02-09,1.5003,1.7015,1.4755,1.6473,1.6473,282644,0.0000,1.0000,CRON
2017-02-08,1.4000,1.4800,1.3600,1.4777,1.4777,72379,0.0000,1.0000,CRON
2017-02-07,1.3793,1.4200,1.3624,1.3710,1.3710,31850,0.0000,1.0000,CRON
2017-02-06,1.3727,1.3860,1.3527,1.3799,1.3799,27286,0.0000,1.0000,CRON
2017-02-03,1.3680,1.3870,1.3680,1.3850,1.3850,15644,0.0000,1.0000,CRON
2017-02-02,1.3806,1.4017,1.3723,1.3866,1.3866,38274,0.0000,1.0000,CRON
2017-02-01,1.3296,1.3798,1.3266,1.3798,1.3798,12315,0.0000,1.0000,CRON
2017-01-31,1.3718,1.3718,1.3316,1.3411,1.3411,25243,0.0000,1.0000,CRON
2017-01-30,1.3976,1.3976,1.3441,1.3762,1.3762,55007,0.0000,1.0000,CRON
2017-01-27,1.3990,1.4000,1.3631,1.3896,1.3896,34424,0.0000,1.0000,CRON
2017-01-26,1.4390,1.4400,1.3847,1.3863,1.3863,20535,0.0000,1.0000,CRON
2017-01-25,1.3973,1.4416,1.3973,1.4409,1.4409,80146,0.0000,1.0000,CRON
2017-01-24,1.4020,1.4100,1.3797,1.3863,1.3863,28400,0.0000,1.0000,CRON
2017-01-23,1.3600,1.4000,1.3600,1.3754,1.3754,121207,0.0000,1.0000,CRON
2017-01-20,1.3525,1.3924,1.3525,1.3600,1.3600,119313,0.0000,1.0000,CRON
2017-01-19,1.3355,1.3849,1.3355,1.3849,1.3849,92250,0.0000,1.0000,CRON
2017-01-18,1.3788,1.3980,1.3409,1.3500,1.3500,71899,0.0000,1.0000,CRON
2017-01-17,1.3841,1.3910,1.3610,1.3890,1.3890,35134,0.0000,1.0000,CRON
2017-01-13,1.3657,1.3820,1.3497,1.3595,1.3595,79977,0.0000,1.0000,CRON
2017-01-12,1.4015,1.4166,1.3597,1.3673,1.3673,42082,0.0000,1.0000,CRON
2017-01-11,1.4251,1.4300,1.3785,1.3848,1.3848,78133,0.0000,1.0000,CRON
2017-01-10,1.4089,1.4270,1.3820,1.3872,1.3872,216859,0.0000,1.0000,CRON
2017-01-09,1.3242,1.4032,1.3242,1.3949,1.3949,86788,0.0000,1.0000,CRON
2017-01-06,1.3330,1.3395,1.2819,1.3255,1.3255,287331,0.0000,1.0000,CRON
2017-01-05,1.2589,1.3182,1.2328,1.3182,1.3182,189150,0.0000,1.0000,CRON
2017-01-04,1.1754,1.2104,1.1659,1.1908,1.1908,41463,0.0000,1.0000,CRON
2017-01-03,1.1334,1.1543,1.1155,1.1543,1.1543,84588,0.0000,1.0000,CRON
2016-12-30,1.1000,1.1028,1.0685,1.1028,1.1028,7220,0.0000,1.0000,CRON
2016-12-29,1.0969,1.0974,1.0339,1.0550,1.0550,8541,0.0000,1.0000,CRON
2016-12-28,1.0710,1.0790,1.0400,1.0671,1.0671,27593,0.0000,1.0000,CRON
2016-12-27,0.9500,0.9600,0.9500,0.9500,0.9500,1900,0.0000,1.0000,CRON
2016-12-23,1.0800,1.0800,1.0087,1.0087,1.0087,3500,0.0000,1.0000,CRON
2016-12-22,1.0300,1.0512,1.0190,1.0512,1.0512,2950,0.0000,1.0000,CRON
2016-12-21,1.0543,1.0700,1.0543,1.0700,1.0700,657,0.0000,1.0000,CRON
2016-12-20,1.0770,1.0817,1.0070,1.0357,1.0357,43500,0.0000,1.0000,CRON
2016-12-19,1.1691,1.1691,1.0850,1.0850,1.0850,16250,0.0000,1.0000,CRON
2016-12-16,1.1694,1.1844,1.1343,1.1790,1.1790,10812,0.0000,1.0000,CRON
2016-12-15,1.1252,1.1540,1.1100,1.1540,1.1540,34174,0.0000,1.0000,CRON
2016-12-14,1.2325,1.2325,1.1393,1.1393,1.1393,90255,0.0000,1.0000,CRON
2016-12-13,1.2012,1.2012,1.1472,1.1778,1.1778,11850,0.0000,1.0000,CRON
2016-12-12,1.0862,1.0920,1.0688,1.0916,1.0916,27250,0.0000,1.0000,CRON
2016-12-09,1.0886,1.1000,1.0746,1.0890,1.0890,14761,0.0000,1.0000,CRON
2016-12-08,1.1431,1.1431,1.0730,1.0730,1.0730,12451,0.0000,1.0000,CRON
